Global,Elliptical,Spirall,Artifac
0.9535793232443462,0.9902942068547164,0.9375227686703097,0.0
0.9666156549339682,0.9831665150136488,0.9627504553734062,0.0
0.9723969846398005,0.9723991507430998,0.9785063752276867,0.0
0.9585671371082015,0.9912041249620868,0.9449908925318762,0.0
0.9403162727427308,0.8583560812860176,0.9954462659380692,0.0
0.972963781669784,0.9734607218683652,0.9787795992714026,0.0
0.970243155925863,0.9816499848346982,0.9694899817850637,0.0
0.9614011222581194,0.9904458598726115,0.95,0.0
0.9693929603808876,0.9836214740673339,0.9669398907103826,0.0
0.9724536643427989,0.9666363360630876,0.9820582877959927,0.0
0.9623079975060931,0.9905975128905066,0.9513661202185792,0.0
0.972793742560789,0.9686078252957234,0.9814207650273225,0.0
0.9731905004817775,0.9752805580831059,0.9780510018214936,0.0
0.9730771410757808,0.9743706399757355,0.9784153005464481,0.0
0.9735305786997677,0.9716408856536245,0.9807832422586521,0.0
0.972793742560789,0.9808917197452229,0.9740437158469946,0.0
0.9730771410757808,0.9793751895662723,0.9754098360655737,0.0
0.9695063197868843,0.9872611464968153,0.964936247723133,0.0
0.9726237034517939,0.9640582347588716,0.983879781420765,0.0
0.9736439381057643,0.9708826205641492,0.9814207650273225,0.0
0.9703565153318596,0.986351228389445,0.9668488160291439,0.0
0.9734738989967693,0.9710342735820443,0.981056466302368,0.0
0.9730771410757808,0.981043372763118,0.974408014571949,0.0
0.973757297511761,0.9790718835304822,0.9766848816029143,0.0
0.9735872584027659,0.97300576281468,0.9800546448087432,0.0
0.973757297511761,0.981195025781013,0.9754098360655737,0.0
0.9706965935498498,0.9555656657567485,0.9858834244080146,0.0
0.972963781669784,0.9819532908704883,0.9736794171220401,0.0
0.974380774244743,0.9760388231725812,0.9795081967213115,0.0
0.974380774244743,0.9771003942978466,0.9788706739526412,0.0
0.972793742560789,0.9836214740673339,0.9724043715846995,0.0
0.9689962024598991,0.9476797088262057,0.9878870673952641,0.0
0.9731338207787791,0.9657264179557173,0.9836976320582878,0.0
0.9718301876098169,0.9854413102820746,0.9697632058287796,0.0
0.9703565153318596,0.9523809523809523,0.9872495446265938,0.0
0.9732471801847759,0.9827115559599636,0.9736794171220401,0.0
0.9741540554327496,0.9725508037609949,0.9812386156648452,0.0
0.9727370628577906,0.9852896572641796,0.9713114754098361,0.0
0.9607776455251374,0.9173491052471944,0.992896174863388,0.0
0.9696763588958793,0.9494995450409464,0.9878870673952641,0.0
0.9741540554327496,0.9717925386715196,0.9816939890710382,0.0
0.969449640083886,0.948589626933576,0.9880692167577414,0.0
0.9725670237487956,0.9852896572641796,0.9710382513661202,0.0
0.9697330385988777,0.9875644525326054,0.9651183970856102,0.0
0.9740973757297512,0.9775553533515317,0.9781420765027322,0.0
0.9721702658278071,0.9833181680315438,0.9715846994535519,0.0
0.9752309697897183,0.9777070063694268,0.979872495446266,0.0
0.9742107351357479,0.9698210494388838,0.9829690346083789,0.0
0.9746641727597347,0.9787685774946921,0.9783242258652095,0.0
0.9751176103837216,0.9754322111010009,0.981056466302368,0.0
